73|Reformed Okina|9|7/-/4,5|-wss----|315/519/33/72/38/48/45|275/50/155|4620|450|Knowledge Staff|-|-
60|Regal Mother|3|5/-/3,4|-d-w-w--|228/386/32/42/31/37/42|144/39/95/116|2100|280|Mink Fur|Meteorite|-
63|Revelation Pesce|2|5/-/6,7|--dw-r--|256/149/33/31/31/44/44|157/36/213|2120|290|Oracle Textile|Sphalerite|-
74|Reverent Table|1|8/-/2,5|swwww---|200/231/58/29/35/45/40|96/286/267|950|0|-|-|Sentou Seed/Sentou Petal/Fire Breaker/Ice Breaker
47|Royal Dancer|6|4/-/1,2|-ssssw--|282/210/32/30/15/32/29|149/92/263/197|1580|290|Yellow Cord|Milky Quartz|-
46|Scarlet Turret|7|3/-/9|s-------|355/246/20/29/38/30/24|7/144/53/162/177|3010|340|Super-Alloy|Bloodstone|-
10|Secret Bambino|3|0/-/4,5|-wwww---|80/62/8/5/10/2/9|6/94/38/284/256/30|82|200|Poison Flower|Iolite|-
22|Selfish Basalt|1|1/-/7,8|-wwwwww-|168/80/13/12/16/8/12|286/177|240|210|Selfish Ornament|Fluorite|-
49|Shallow Okina|9|4/-/3,4|---wd---|267/322/27/28/20/32/32|190/96/114|1350|300|Windcutter Cloth|Howlite|-
72|Silent Book|2|7/-/2,3,4|s----ww-|307/421/43/53/24/50/50|137/90/199/244|3450|440|Word String|Moonstone|-
77|Silent Nyogo|11|9/-/2,3|d-------|1500/179/46/35/54/53/55|263/171/92/206/199/17|1430|470|Red-Gold Cord|-|-
31|Silver Dice|10|2/-/7,8|s-------|250/83/19/19/19/20/19|126|480|240|Silver Lump|Olive Stone|-
30|Sky Balance|8|2/-/9,10|n--rrnn-|218/440/15/35/18/24/17|96/286|1680|250|Fashionable Dish|Olive Stone|-
74|Slaughter Drive|7|7/-/6|--rww---|380/150/53/38/36/47/41|64/269/267/177|4460|450|Torrent Gear|-|-
71|Sleeping Table|1|7/-/2,3|nw-n-rw-|333/60/34/56/30/50/42|36/172/16|5120|440|Thought Cross|-|-
73|Snowfall Musha|11|8/-/3,4,7,8|s-------|330/129/44/33/55/37/46|263/31/158/261/262/208/55/211|1500|0|-|-|Life Stone/Sentou Seed/Grief Stone/Pain Stone
78|Solemn Machine|8|7/-/6|-----nn-|5486/133/60/42/1/51/42|112/110/199|13290|470|Orichalcum|-|-
29|Sonic Raven|9|2/-/3,4|---wd---|210/84/12/10/12/19/25|170|390|230|Wrought Lamp|Smoky Quartz|-
28|Soul Dancer|6|2/-/1,2,3|--------|180/129/19/16/12/18/20|8|420|230|Passion Clasp|Smoky Quartz|-
45|Source Basalt|11|4/-/1,2|-wrss---|270/44/32/30/15/32/29|91/40/249|1100|290|Source Lump|Bloodstone|-
75|Spastic Turret|7|7/-/6|swn-----|400/429/62/60/48/46/26|6/205/177/147|4660|460|Flame Sheet|-|-
74|Spectral Raven|9|8/-/1,4|---wwww-|150/445/23/58/14/48/22|62/42/170/96/246|950|0|-|-|Life Stone/Sentou Seed/Wind Breaker
39|Spurious Book|2|3/-/2,3|-ww-----|142/242/13/24/25/30/28|139/142/129/253|760|270|Paleograph|Olive Stone|-
63|Stasis Giant|8|5/-/6,7|sssnw-r-|456/96/55/35/48/35/22|275/161/145/146/177|2380|350|Prime Steel|Sunstone|-
45|Steel Machine|8|3/-/9|sssss---|65/55/41/14/34/30/22|172/177|3400|290|Tungsten|Milky Quartz|-
81|Stoic Snake|6|9/-/6,7|-wsdsnw-|441/259/44/69/51/56/42|254/194/34/195|2110|500|Forbidden Scale|-|-
75|Stone Panzer|7|8/-/6|sr--w---|300/666/25/25/58/49/52|162/7/39/285/108/167/177|1800|0|-|-|Sentou Petal/Flame Dotaku/Frigid Dotaku/Gale Dotaku/Sorrow Stone
40|Strength Beetle|4|3/-/5,6|-rrrrrw-|180/164/28/20/28/27/12|161/199|730|280|Golden Horn|Howlite|-
73|Stupendous Relic|3|8/-/7,9|wddddnn-|50/485/26/67/85/82/47|190/41/213/23/177|1750|0|-|-|Flame Dotaku/Frigid Dotaku/Gale Dotaku or Bolt Dotaku
82|Successful Junecy|12|9/-/8|ssdnw---|307/300/33/34/72/60/52|240/110/170/246|2430|440|Invincible Felt|-|-
74|Superstitious Okina|9|8/-/4|--w-w---|400/519/34/51/5/65/32|26/61/79/143/286/253/110|1600|0|-|-|Sentou Seed/Revival Bead/Wind Breaker/Lightning Breaker
40|Supreme Hand|1|3/0/1,2,3,4,5,6,7,8|-nsnnnn-|500/500/30/30/45/55/45|6/38/284/94/256/30/193/196|20000|9000|-|Magatsu Xandrite|-
7|Trance Twins|5|0/-/3,4|-w-s----|222/22/4/6/5/6/7|38/129/81/272|88|160|Wonder Cloth|Iolite|-
22|Tranquil Idol|2|1/-/7,8|------w-|185/165/10/15/11/15/15|38/129/145|380|210|Decorative Stone|Fluorite|-
30|Treasure Hand|1|2/0/1,2,3,4,5,6,7,8,9|-nnsnss-|400/171/15/15/43/45/35|6/38/284/94/256/30/74/190|10000|7500|-|Magatsu Xandrite|-
53|Truth Pesce|2|4/-/7,8|-dwdd---|212/138/39/27/24/41/36|84/139/158|1680|320|Guard Stationery|Meteorite|-
72|Valuing Nyogo|11|7/-/2,3,4|rs-w-w--|288/206/46/39/30/48/41|116/274|4580|440|Oguruma Brocade|-|-
68|Vehement Idol|2|6/-/1,2|--r-srw-|301/487/40/48/28/43/42|40/131/162/157|2480|360|Calm Marble|Sphalerite|-
31|Venus Eagle|3|2/-/5,6,7|--w-s---|216/140/18/20/16/19/16|106|580|240|Haori Iron|Lemon Quartz|-
20|Vicious Raven|9|1/-/5,6|---ws---|105/98/9/10/12/18/12|149/146/30|220|210|Karma Lamp|Blue Quartz|-
82|Void Giant|8|9/-/8|-nnnwnn-|455/133/75/53/54/34/49|84/244/246/23/199|2670|520|Soul-Death Steel|-|-
20|Wealth Hand|1|1/0/1,2,3,4,5,6,7,8,9|-ssssss-|300/250/10/15/50/35/25|6/94/38/284/256/30/203/264|6000|5000|-|Magatsu Xandrite|-
75|Wheeled Bambino|3|8/-/1,2,5|--ww-ww-|70/245/32/42/75/38/66|30/209/127|1250|0|-|-|Life Stone/Sacred Branch/Lightning Breaker
40|Whimsical Papillon|6|3/-/5,6|--ws----|254/334/18/29/17/30/24|261/149/256/147/207/150/148/146|740|280|Shiny Scale|Lemon Quartz|-
53|Wicked Turret|7|4/-/7,8|s--wnwn-|455/201/42/25/29/35/23|162/95/133|3330|320|Black Sheet|Buffalo Stone|-
51|Wild Drive|7|4/-/5,6|s--w-nn-|270/120/38/27/21/37/27|149/125/163|1530|310|Iron Gear|Meteorite|-
25|Wondrous Magus|1|1/-/7,8,9|--------|165/269/1/19/10/16/15|142/8/151/286|420|230|Smooth Fabric|Smoky Quartz|-
52|World Balance|10|4/-/5,6|sssssww-|210/576/11/55/21/35/34|108/167|2300|310|Shining Dish|Buffalo Stone|-
76|Wrathful Book|2|9/-/1|wnnnn---|341/445/34/58/44/52/43|62/267/139/47/29/204|2080|460|Prophecy Orb|-|-
70|Yearning Pot|2|7/-/1,2|dw--nwr-|298/230/47/43/34/43/37|81/80/97/139|4740|370|Orb of Love|Moonstone|-
